"Step","Name: olmo2_1b_step2000_omigsm8k_n32_v3 - critic/score/mean","Name: olmo2_1b_step2000_omigsm8k_n32_v3 - critic/score/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32_v3 - critic/score/mean__MAX","Name: olmo2_1b_step2000_omigsm8k_n32_v2 - critic/score/mean","Name: olmo2_1b_step2000_omigsm8k_n32_v2 - critic/score/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32_v2 - critic/score/mean__MAX","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/score/mean","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/score/mean__MIN","Name: olmo2_1b_step2000_omigsm8k_n32 - critic/score/mean__MAX"
"102","0.0289306640625","0.0289306640625","0.0289306640625","0.02618408203125","0.02618408203125","0.02618408203125","0.01654052734375","0.01654052734375","0.01654052734375"
"103","0.02728271484375","0.02728271484375","0.02728271484375","0.0240478515625","0.0240478515625","0.0240478515625","0.01739501953125","0.01739501953125","0.01739501953125"
"104","0.027587890625","0.027587890625","0.027587890625","0.0238037109375","0.0238037109375","0.0238037109375","0.01702880859375","0.01702880859375","0.01702880859375"
"105","0.0325927734375","0.0325927734375","0.0325927734375","0.02691650390625","0.02691650390625","0.02691650390625","0.019287109375","0.019287109375","0.019287109375"
"106","0.03204345703125","0.03204345703125","0.03204345703125","0.0284423828125","0.0284423828125","0.0284423828125","0.01849365234375","0.01849365234375","0.01849365234375"
"107","0.03814697265625","0.03814697265625","0.03814697265625","0.034912109375","0.034912109375","0.034912109375","0.0201416015625","0.0201416015625","0.0201416015625"
"108","0.0223388671875","0.0223388671875","0.0223388671875","0.02032470703125","0.02032470703125","0.02032470703125","0.0166015625","0.0166015625","0.0166015625"
"109","0.0303955078125","0.0303955078125","0.0303955078125","0.024169921875","0.024169921875","0.024169921875","0.0186767578125","0.0186767578125","0.0186767578125"
"110","0.02935791015625","0.02935791015625","0.02935791015625","0.0263671875","0.0263671875","0.0263671875","0.02020263671875","0.02020263671875","0.02020263671875"
"111","0.0343017578125","0.0343017578125","0.0343017578125","0.02825927734375","0.02825927734375","0.02825927734375","0.02008056640625","0.02008056640625","0.02008056640625"
"112","0.0313720703125","0.0313720703125","0.0313720703125","0.029052734375","0.029052734375","0.029052734375","0.02044677734375","0.02044677734375","0.02044677734375"
"113","0.03509521484375","0.03509521484375","0.03509521484375","0.02838134765625","0.02838134765625","0.02838134765625","0.02008056640625","0.02008056640625","0.02008056640625"
"114","0.03125","0.03125","0.03125","0.028564453125","0.028564453125","0.028564453125","0.01708984375","0.01708984375","0.01708984375"
"115","0.04095458984375","0.04095458984375","0.04095458984375","0.03411865234375","0.03411865234375","0.03411865234375","0.02294921875","0.02294921875","0.02294921875"
"116","0.02923583984375","0.02923583984375","0.02923583984375","0.0255126953125","0.0255126953125","0.0255126953125","0.01953125","0.01953125","0.01953125"
"117","0.02301025390625","0.02301025390625","0.02301025390625","0.021240234375","0.021240234375","0.021240234375","0.01654052734375","0.01654052734375","0.01654052734375"
"118","0.026611328125","0.026611328125","0.026611328125","0.02447509765625","0.02447509765625","0.02447509765625","0.01849365234375","0.01849365234375","0.01849365234375"
"119","0.02935791015625","0.02935791015625","0.02935791015625","0.02484130859375","0.02484130859375","0.02484130859375","0.01568603515625","0.01568603515625","0.01568603515625"
"120","0.03118896484375","0.03118896484375","0.03118896484375","0.0240478515625","0.0240478515625","0.0240478515625","0.0196533203125","0.0196533203125","0.0196533203125"
"121","0.03460693359375","0.03460693359375","0.03460693359375","0.02984619140625","0.02984619140625","0.02984619140625","0.02313232421875","0.02313232421875","0.02313232421875"
"122","0.04132080078125","0.04132080078125","0.04132080078125","0.03271484375","0.03271484375","0.03271484375","0.0185546875","0.0185546875","0.0185546875"
"123","0.0384521484375","0.0384521484375","0.0384521484375","0.02886962890625","0.02886962890625","0.02886962890625","0.02239990234375","0.02239990234375","0.02239990234375"
"124","0.03265380859375","0.03265380859375","0.03265380859375","0.02996826171875","0.02996826171875","0.02996826171875","0.01983642578125","0.01983642578125","0.01983642578125"
"125","0.03167724609375","0.03167724609375","0.03167724609375","0.0286865234375","0.0286865234375","0.0286865234375","0.0203857421875","0.0203857421875","0.0203857421875"
"126","0.03619384765625","0.03619384765625","0.03619384765625","0.03509521484375","0.03509521484375","0.03509521484375","0.02001953125","0.02001953125","0.02001953125"
"127","0.0377197265625","0.0377197265625","0.0377197265625","0.03118896484375","0.03118896484375","0.03118896484375","0.02105712890625","0.02105712890625","0.02105712890625"
"128","0.03021240234375","0.03021240234375","0.03021240234375","0.02423095703125","0.02423095703125","0.02423095703125","0.01739501953125","0.01739501953125","0.01739501953125"
"129","0.0361328125","0.0361328125","0.0361328125","0.030517578125","0.030517578125","0.030517578125","0.0250244140625","0.0250244140625","0.0250244140625"
"130","0.02923583984375","0.02923583984375","0.02923583984375","0.0244140625","0.0244140625","0.0244140625","0.01556396484375","0.01556396484375","0.01556396484375"
"131","0.0283203125","0.0283203125","0.0283203125","0.02496337890625","0.02496337890625","0.02496337890625","0.01922607421875","0.01922607421875","0.01922607421875"
"132","0.02886962890625","0.02886962890625","0.02886962890625","0.029541015625","0.029541015625","0.029541015625","0.01934814453125","0.01934814453125","0.01934814453125"
"133","0.03839111328125","0.03839111328125","0.03839111328125","0.035400390625","0.035400390625","0.035400390625","0.02294921875","0.02294921875","0.02294921875"
"134","0.03466796875","0.03466796875","0.03466796875","0.03363037109375","0.03363037109375","0.03363037109375","0.0189208984375","0.0189208984375","0.0189208984375"
"135","0.0360107421875","0.0360107421875","0.0360107421875","0.03436279296875","0.03436279296875","0.03436279296875","0.02471923828125","0.02471923828125","0.02471923828125"
"136","0.03826904296875","0.03826904296875","0.03826904296875","0.03192138671875","0.03192138671875","0.03192138671875","0.02191162109375","0.02191162109375","0.02191162109375"
"137","0.0345458984375","0.0345458984375","0.0345458984375","0.03094482421875","0.03094482421875","0.03094482421875","0.02117919921875","0.02117919921875","0.02117919921875"
"138","0.02880859375","0.02880859375","0.02880859375","0.02337646484375","0.02337646484375","0.02337646484375","0.019775390625","0.019775390625","0.019775390625"
"139","0.034912109375","0.034912109375","0.034912109375","0.031494140625","0.031494140625","0.031494140625","0.01910400390625","0.01910400390625","0.01910400390625"
"140","0.03497314453125","0.03497314453125","0.03497314453125","0.0308837890625","0.0308837890625","0.0308837890625","0.02484130859375","0.02484130859375","0.02484130859375"
"141","0.04852294921875","0.04852294921875","0.04852294921875","0.036376953125","0.036376953125","0.036376953125","0.02227783203125","0.02227783203125","0.02227783203125"
"142","0.04083251953125","0.04083251953125","0.04083251953125","0.03277587890625","0.03277587890625","0.03277587890625","0.02178955078125","0.02178955078125","0.02178955078125"
"143","0.02532958984375","0.02532958984375","0.02532958984375","0.01824951171875","0.01824951171875","0.01824951171875","0.01641845703125","0.01641845703125","0.01641845703125"
"144","0.041015625","0.041015625","0.041015625","0.02972412109375","0.02972412109375","0.02972412109375","0.02130126953125","0.02130126953125","0.02130126953125"
"145","0.04205322265625","0.04205322265625","0.04205322265625","0.0325927734375","0.0325927734375","0.0325927734375","0.0223388671875","0.0223388671875","0.0223388671875"
"146","0.03289794921875","0.03289794921875","0.03289794921875","0.02606201171875","0.02606201171875","0.02606201171875","0.0205078125","0.0205078125","0.0205078125"
"147","0.036376953125","0.036376953125","0.036376953125","0.03118896484375","0.03118896484375","0.03118896484375","0.02099609375","0.02099609375","0.02099609375"
"148","0.0345458984375","0.0345458984375","0.0345458984375","0.03277587890625","0.03277587890625","0.03277587890625","0.0235595703125","0.0235595703125","0.0235595703125"
"149","0.0340576171875","0.0340576171875","0.0340576171875","0.0299072265625","0.0299072265625","0.0299072265625","0.02191162109375","0.02191162109375","0.02191162109375"
"150","0.03778076171875","0.03778076171875","0.03778076171875","0.02880859375","0.02880859375","0.02880859375","0.0244140625","0.0244140625","0.0244140625"
"151","0.0413818359375","0.0413818359375","0.0413818359375","0.03759765625","0.03759765625","0.03759765625","0.02252197265625","0.02252197265625","0.02252197265625"
"152","0.03912353515625","0.03912353515625","0.03912353515625","0.036376953125","0.036376953125","0.036376953125","0.02484130859375","0.02484130859375","0.02484130859375"
"153","0.03466796875","0.03466796875","0.03466796875","0.03094482421875","0.03094482421875","0.03094482421875","0.02447509765625","0.02447509765625","0.02447509765625"
"154","0.041259765625","0.041259765625","0.041259765625","0.0330810546875","0.0330810546875","0.0330810546875","0.0244140625","0.0244140625","0.0244140625"
"155","0.03692626953125","0.03692626953125","0.03692626953125","0.0355224609375","0.0355224609375","0.0355224609375","0.02178955078125","0.02178955078125","0.02178955078125"
"156","0.048583984375","0.048583984375","0.048583984375","0.03521728515625","0.03521728515625","0.03521728515625","0.0234375","0.0234375","0.0234375"
"157","0.04931640625","0.04931640625","0.04931640625","0.0418701171875","0.0418701171875","0.0418701171875","0.0225830078125","0.0225830078125","0.0225830078125"
"158","0.05078125","0.05078125","0.05078125","0.04266357421875","0.04266357421875","0.04266357421875","0.0255126953125","0.0255126953125","0.0255126953125"
"159","0.04107666015625","0.04107666015625","0.04107666015625","0.033935546875","0.033935546875","0.033935546875","0.02020263671875","0.02020263671875","0.02020263671875"
"160","0.0484619140625","0.0484619140625","0.0484619140625","0.0443115234375","0.0443115234375","0.0443115234375","0.026611328125","0.026611328125","0.026611328125"
"161","0.055908203125","0.055908203125","0.055908203125","0.04461669921875","0.04461669921875","0.04461669921875","0.0255126953125","0.0255126953125","0.0255126953125"
"162","0.05267333984375","0.05267333984375","0.05267333984375","0.04541015625","0.04541015625","0.04541015625","0.0274658203125","0.0274658203125","0.0274658203125"
"163","0.04425048828125","0.04425048828125","0.04425048828125","0.04058837890625","0.04058837890625","0.04058837890625","0.02667236328125","0.02667236328125","0.02667236328125"
"164","0.04754638671875","0.04754638671875","0.04754638671875","0.04034423828125","0.04034423828125","0.04034423828125","0.02362060546875","0.02362060546875","0.02362060546875"
"165","0.05023193359375","0.05023193359375","0.05023193359375","0.03973388671875","0.03973388671875","0.03973388671875","0.02099609375","0.02099609375","0.02099609375"
"166","0.05096435546875","0.05096435546875","0.05096435546875","0.0396728515625","0.0396728515625","0.0396728515625","0.024169921875","0.024169921875","0.024169921875"
"167","0.0513916015625","0.0513916015625","0.0513916015625","0.04364013671875","0.04364013671875","0.04364013671875","0.02508544921875","0.02508544921875","0.02508544921875"
"168","0.0469970703125","0.0469970703125","0.0469970703125","0.03704833984375","0.03704833984375","0.03704833984375","0.01953125","0.01953125","0.01953125"
"169","0.04534912109375","0.04534912109375","0.04534912109375","0.0379638671875","0.0379638671875","0.0379638671875","0.0224609375","0.0224609375","0.0224609375"
"170","0.05224609375","0.05224609375","0.05224609375","0.03759765625","0.03759765625","0.03759765625","0.02734375","0.02734375","0.02734375"
"171","0.05401611328125","0.05401611328125","0.05401611328125","0.04541015625","0.04541015625","0.04541015625","0.02545166015625","0.02545166015625","0.02545166015625"
"172","0.05499267578125","0.05499267578125","0.05499267578125","0.04217529296875","0.04217529296875","0.04217529296875","0.02459716796875","0.02459716796875","0.02459716796875"
"173","0.0535888671875","0.0535888671875","0.0535888671875","0.04010009765625","0.04010009765625","0.04010009765625","0.025390625","0.025390625","0.025390625"
"174","0.04541015625","0.04541015625","0.04541015625","0.03955078125","0.03955078125","0.03955078125","0.0252685546875","0.0252685546875","0.0252685546875"
"175","0.04620361328125","0.04620361328125","0.04620361328125","0.04071044921875","0.04071044921875","0.04071044921875","0.024169921875","0.024169921875","0.024169921875"
"176","0.04534912109375","0.04534912109375","0.04534912109375","0.038818359375","0.038818359375","0.038818359375","0.01849365234375","0.01849365234375","0.01849365234375"
"177","0.04791259765625","0.04791259765625","0.04791259765625","0.03656005859375","0.03656005859375","0.03656005859375","0.0242919921875","0.0242919921875","0.0242919921875"
"178","0.04766845703125","0.04766845703125","0.04766845703125","0.03887939453125","0.03887939453125","0.03887939453125","0.0244140625","0.0244140625","0.0244140625"
"179","0.044921875","0.044921875","0.044921875","0.040771484375","0.040771484375","0.040771484375","0.02490234375","0.02490234375","0.02490234375"
"180","0.05267333984375","0.05267333984375","0.05267333984375","0.0458984375","0.0458984375","0.0458984375","0.02557373046875","0.02557373046875","0.02557373046875"
"181","0.05413818359375","0.05413818359375","0.05413818359375","0.04718017578125","0.04718017578125","0.04718017578125","0.02691650390625","0.02691650390625","0.02691650390625"
